nama_ptn,akronim,nama_prodi,jenjang,nilai_rata_rata
UNIVERSITAS JEMBER,UNEJ,TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN GEDUNG,D4,83.74
UNIVERSITAS JEMBER,UNEJ,TEKNOLOGI REKAYASA ELEKTRONIKA,D4,83.1
UNIVERSITAS JEMBER,UNEJ,REKAYASA PERANCANGAN MEKANIK,D4,83.02
UNIVERSITAS JEMBER,UNEJ,PENDIDIKAN DOKTER GIGI,S1,93.97
UNIVERSITAS JEMBER,UNEJ,PENDIDIKAN DOKTER,S1,93.44
UNIVERSITAS JEMBER,UNEJ,TEKNIK SIPIL,S1,90.91
UNIVERSITAS JEMBER,UNEJ,FARMASI,S1,90.82
UNIVERSITAS JEMBER,UNEJ,ILMU KEPERAWATAN,S1,90.79
UNIVERSITAS JEMBER,UNEJ,MANAJEMEN,S1,90.68
UNIVERSITAS JEMBER,UNEJ,KESEHATAN MASYARAKAT,S1,90.19
UNIVERSITAS JEMBER,UNEJ,ILMU HUKUM,S1,90.18
UNIVERSITAS JEMBER,UNEJ,ILMU ADMINISTRASI BISNIS,S1,89.75
UNIVERSITAS JEMBER,UNEJ,PENDIDIKAN BHS. & SASTRA INDO.,S1,89.69
UNIVERSITAS JEMBER,UNEJ,INFORMATIKA,S1,89.65
UNIVERSITAS JEMBER,UNEJ,ILMU ADMINISTRASI NEGARA,S1,89.58
UNIVERSITAS JEMBER,UNEJ,GIZI,S1,89.5
UNIVERSITAS JEMBER,UNEJ,HUBUNGAN INTERNASIONAL,S1,89.44
UNIVERSITAS JEMBER,UNEJ,SISTEM INFORMASI,S1,89.44
UNIVERSITAS JEMBER,UNEJ,AGRIBISNIS,S1,89.42
UNIVERSITAS JEMBER,UNEJ,TEKNIK MESIN,S1,89.41
UNIVERSITAS JEMBER,UNEJ,PENDIDIKAN MATEMATIKA,S1,88.71
UNIVERSITAS JEMBER,UNEJ,EKONOMI PEMBANGUNAN,S1,88.66
UNIVERSITAS JEMBER,UNEJ,PENDIDIKAN BAHASA INGGRIS,S1,88.55
UNIVERSITAS JEMBER,UNEJ,TEKNIK PERTAMBANGAN,S1,88.5
UNIVERSITAS JEMBER,UNEJ,PENDIDIKAN IPA,S1,88.49
UNIVERSITAS JEMBER,UNEJ,PENDIDIKAN BIOLOGI,S1,88.42
UNIVERSITAS JEMBER,UNEJ,TEKNOLOGI INFORMASI,S1,88.23
UNIVERSITAS JEMBER,UNEJ,PENDIDIKAN GURU SEKOLAH DASAR,S1,88.21
UNIVERSITAS JEMBER,UNEJ,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,S1,87.99
UNIVERSITAS JEMBER,UNEJ,TELEVISI & FILM,S1,87.93
UNIVERSITAS JEMBER,UNEJ,ILMU KESEJAHTERAAN SOSIAL,S1,87.6
UNIVERSITAS JEMBER,UNEJ,PENDIDIKAN EKONOMI,S1,87.25
UNIVERSITAS JEMBER,UNEJ,PENDIDIKAN SEJARAH,S1,87.25
UNIVERSITAS JEMBER,UNEJ,SASTRA INGGRIS,S1,87.23
UNIVERSITAS JEMBER,UNEJ,SOSIOLOGI,S1,87.21
UNIVERSITAS JEMBER,UNEJ,EKONOMI SYARIAH,S1,87.12
UNIVERSITAS JEMBER,UNEJ,TEKNIK ELEKTRO,S1,87.02
UNIVERSITAS JEMBER,UNEJ,PEND. GURU SEKOLAH DASAR KAMPUS BONDOWOSO,S1,86.97
UNIVERSITAS JEMBER,UNEJ,PENDIDIKAN GEOGRAFI,S1,86.94
UNIVERSITAS JEMBER,UNEJ,PERENCANAAN WILAYAH DAN KOTA,S1,86.74
UNIVERSITAS JEMBER,UNEJ,BIOLOGI,S1,86.67
UNIVERSITAS JEMBER,UNEJ,TEKNIK LINGKUNGAN,S1,86.39
UNIVERSITAS JEMBER,UNEJ,TEKNOLOGI HASIL PERTANIAN,S1,85.93
UNIVERSITAS JEMBER,UNEJ,PG PAUD,S1,85.9
UNIVERSITAS JEMBER,UNEJ,KIMIA,S1,85.89
UNIVERSITAS JEMBER,UNEJ,SASTRA INDONESIA,S1,85.7
UNIVERSITAS JEMBER,UNEJ,MATEMATIKA,S1,85.51
UNIVERSITAS JEMBER,UNEJ,TEKNOLOGI INDUSTRI PERTANIAN,S1,85.5
UNIVERSITAS JEMBER,UNEJ,TEKNIK PERTANIAN,S1,85.47
UNIVERSITAS JEMBER,UNEJ,PETERNAKAN,S1,85.46
UNIVERSITAS JEMBER,UNEJ,TEKNIK PERMINYAKAN,S1,84.97
UNIVERSITAS JEMBER,UNEJ,ILMU SEJARAH,S1,84.96
UNIVERSITAS JEMBER,UNEJ,PENDIDIKAN FISIKA,S1,84.91
UNIVERSITAS JEMBER,UNEJ,ILMU PERTANIAN,S1,84.9
UNIVERSITAS JEMBER,UNEJ,AGRONOMI,S1,84.86
UNIVERSITAS JEMBER,UNEJ,TEKNIK KIMIA,S1,84.81
UNIVERSITAS JEMBER,UNEJ,ILMU TANAH,S1,84.79
UNIVERSITAS JEMBER,UNEJ,PENYULUHAN PERTANIAN,S1,84.41
UNIVERSITAS JEMBER,UNEJ,FISIKA,S1,84.38
UNIVERSITAS JEMBER,UNEJ,PENDIDIKAN LUAR SEKOLAH,S1,84.11
UNIVERSITAS JEMBER,UNEJ,PROTEKSI TANAMAN,S1,83.55
UNIVERSITAS JEMBER,UNEJ,TEKNIK KONSTRUKSI PERKAPALAN,S1,83.47
UNIVERSITAS JEMBER,UNEJ,EKONOMI SYARIAH KAMPUS BONDOWOSO,S1,83.41
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,ADMINISTRASI BISNIS,D3,85.15
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,ADMINISTRASI PERKANTORAN,D3,84.57
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,AKUNTANSI,D3,84.4
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,BISNIS INTERNASIONAL,D3,83.82
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,BAHASA INGGRIS,D3,83.6
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,AGRIBISNIS,D3,83.59
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,BUDI DAYA TERNAK,D3,83.48
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,BAHASA MANDARIN,D3,83.11
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,PERENCANAAN SUMBER DAYA LAHAN,D3,83.1
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,BUDI DAYA IKAN,D3,83.07
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,PENDIDIKAN DOKTER,S1,93.76
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,MANAJEMEN,S1,90.87
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,KEDOKTERAN GIGI,S1,90.36
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,ADMINISTRASI PUBLIK,S1,90.24
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,KESEHATAN MASYARAKAT,S1,89.9
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,INFORMATIKA,S1,89.74
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,HUKUM,S1,89.66
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,ILMU GIZI,S1,89.55
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,TEKNOLOGI PANGAN,S1,89.55
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,PENDIDIKAN BAHASA INDONESIA,S1,89.31
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,TEKNIK KOMPUTER,S1,89.28
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,TEKNIK INDUSTRI,S1,88.94
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,KEPERAWATAN,S1,88.82
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,HUBUNGAN INTERNASIONAL,S1,88.78
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,FARMASI,S1,88.68
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,EKONOMI PEMBANGUNAN,S1,88.57
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,ILMU KOMUNIKASI,S1,88.46
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,TEKNIK SIPIL,S1,88.42
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,AGROTEKNOLOGI,S1,88.27
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,PENDIDIKAN BAHASA INGGRIS,S1,88.12
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,SOSIOLOGI,S1,88.11
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,SASTRA INGGRIS,S1,87.25
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,PETERNAKAN,S1,87.22
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,ILMU POLITIK,S1,87.06
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,TEKNIK ELEKTRO,S1,87.01
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,TEKNIK GEOLOGI,S1,86.98
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,PENDIDIKAN EKONOMI,S1,86.89
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,BIOLOGI,S1,86.81
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,TEKNIK PERTANIAN,S1,86.66
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,PENDIDIKAN JASMANI,S1,86.54
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,SASTRA INDONESIA,S1,86.1
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,SASTRA JEPANG,S1,85.88
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,MATEMATIKA,S1,85.38
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,KIMIA,S1,85.36
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,ILMU KELAUTAN,S1,85.27
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,TEKNIK MESIN,S1,84.9
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,MANAJEMEN SUMBERDAYA PERAIRAN,S1,84.61
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,STATISTIK,S1,84.43
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,AKUAKULTUR,S1,84.2
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,FISIKA,S1,84.1
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,MIKROBIOLOGI,S1,83.98
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,PENDIDIKAN BAHASA JEPANG,S1,83.81
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,BIOLOGI TERAPAN,S1,83.25
UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,PROTEKSI TANAMAN,S1,83.22
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PERPAJAKAN,D3,82.06
UNIVERSITAS LAMBUNG MANGKURAT,ULM,AKUNTANSI,D3,80.15
UNIVERSITAS LAMBUNG MANGKURAT,ULM,KEDOKTERAN,S1,90.0
UNIVERSITAS LAMBUNG MANGKURAT,ULM,HUKUM,S1,88.77
UNIVERSITAS LAMBUNG MANGKURAT,ULM,MANAJEMEN,S1,88.77
UNIVERSITAS LAMBUNG MANGKURAT,ULM,ADMINISTRASI BISNIS,S1,88.57
UNIVERSITAS LAMBUNG MANGKURAT,ULM,FARMASI,S1,88.52
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN GURU SEKOLAH DASAR,S1,88.3
UNIVERSITAS LAMBUNG MANGKURAT,ULM,TEKNOLOGI INFORMASI,S1,87.84
UNIVERSITAS LAMBUNG MANGKURAT,ULM,KESEHATAN MASYARAKAT,S1,87.7
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PSIKOLOGI,S1,87.64
UNIVERSITAS LAMBUNG MANGKURAT,ULM,KEPERAWATAN,S1,87.58
UNIVERSITAS LAMBUNG MANGKURAT,ULM,ILMU KOMUNIKASI,S1,87.32
UNIVERSITAS LAMBUNG MANGKURAT,ULM,ADMINISTRASI PUBLIK,S1,86.92
UNIVERSITAS LAMBUNG MANGKURAT,ULM,ILMU KOMPUTER,S1,86.9
UNIVERSITAS LAMBUNG MANGKURAT,ULM,TEKNIK PERTAMBANGAN,S1,86.58
UNIVERSITAS LAMBUNG MANGKURAT,ULM,TEKNIK SIPIL,S1,86.57
UNIVERSITAS LAMBUNG MANGKURAT,ULM,KEDOKTERAN GIGI,S1,86.41
UNIVERSITAS LAMBUNG MANGKURAT,ULM,ILMU PEMERINTAHAN,S1,86.38
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN BAHASA INGGRIS,S1,86.0
UNIVERSITAS LAMBUNG MANGKURAT,ULM,KEHUTANAN,S1,85.93
UNIVERSITAS LAMBUNG MANGKURAT,ULM,TEKNIK LINGKUNGAN,S1,85.82
UNIVERSITAS LAMBUNG MANGKURAT,ULM,ARSITEKTUR,S1,85.69
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,85.68
UNIVERSITAS LAMBUNG MANGKURAT,ULM,AGRIBISNIS,S1,85.49
UNIVERSITAS LAMBUNG MANGKURAT,ULM,BIMBINGAN DAN KONSELING,S1,85.4
UNIVERSITAS LAMBUNG MANGKURAT,ULM,EKONOMI PEMBANGUNAN,S1,85.36
UNIVERSITAS LAMBUNG MANGKURAT,ULM,TEKNIK MESIN,S1,85.0
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN MATEMATIKA,S1,84.96
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN JASMANI,S1,84.78
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN KOMPUTER,S1,84.75
UNIVERSITAS LAMBUNG MANGKURAT,ULM,STATISTIKA,S1,84.42
UNIVERSITAS LAMBUNG MANGKURAT,ULM,ANTROPOLOGI,S1,84.4
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,84.18
UNIVERSITAS LAMBUNG MANGKURAT,ULM,TEKNIK KIMIA,S1,84.1
UNIVERSITAS LAMBUNG MANGKURAT,ULM,AGROEKOTEKNOLOGI,S1,83.82
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,83.79
UNIVERSITAS LAMBUNG MANGKURAT,ULM,SOSIOLOGI,S1,83.55
UNIVERSITAS LAMBUNG MANGKURAT,ULM,TEKNOLOGI INDUSTRI PERTANIAN,S1,83.42
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN BIOLOGI,S1,83.19
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN EKONOMI,S1,83.11
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN SOSIOLOGI,S1,82.75
UNIVERSITAS LAMBUNG MANGKURAT,ULM,MATEMATIKA,S1,82.66
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN SEJARAH,S1,82.54
UNIVERSITAS LAMBUNG MANGKURAT,ULM,GEOGRAFI,S1,82.32
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN IPS,S1,82.13
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN KHUSUS,S1,82.11
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PETERNAKAN,S1,81.8
UNIVERSITAS LAMBUNG MANGKURAT,ULM,BIOLOGI,S1,81.67
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN GEOGRAFI,S1,81.6
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN IPA,S1,81.48
UNIVERSITAS LAMBUNG MANGKURAT,ULM,ILMU KELAUTAN,S1,81.4
UNIVERSITAS LAMBUNG MANGKURAT,ULM,REKAYASA GEOLOGI,S1,81.37
UNIVERSITAS LAMBUNG MANGKURAT,ULM,TEKNOLOGI PENDIDIKAN,S1,81.05
UNIVERSITAS LAMBUNG MANGKURAT,ULM,KIMIA,S1,81.03
UNIVERSITAS LAMBUNG MANGKURAT,ULM,AGRONOMI,S1,80.68
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN SENI PERTUNJUKAN,S1,80.48
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN KIMIA,S1,80.45
UNIVERSITAS LAMBUNG MANGKURAT,ULM,ILMU TANAH,S1,80.27
UNIVERSITAS LAMBUNG MANGKURAT,ULM,REKAYASA ELEKTRO,S1,80.16
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PENDIDIKAN FISIKA,S1,79.62
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PROTEKSI TANAMAN,S1,79.52
UNIVERSITAS LAMBUNG MANGKURAT,ULM,MANAJEMEN SUMBER DAYA PERAIRAN,S1,79.46
UNIVERSITAS LAMBUNG MANGKURAT,ULM,FISIKA,S1,79.45
UNIVERSITAS LAMBUNG MANGKURAT,ULM,SOSIAL EKONOMI PERIKANAN,S1,79.26
UNIVERSITAS LAMBUNG MANGKURAT,ULM,TEKNOLOGI HASIL PERIKANAN,S1,79.14
UNIVERSITAS LAMBUNG MANGKURAT,ULM,AKUAKULTUR,S1,79.07
UNIVERSITAS LAMBUNG MANGKURAT,ULM,PERIKANAN TANGKAP,S1,79.03
UNIVERSITAS LAMPUNG,UNILA,PERPAJAKAN,D3,83.52
UNIVERSITAS LAMPUNG,UNILA,KEUANGAN DAN PERBANKAN,D3,83.35
UNIVERSITAS LAMPUNG,UNILA,ADMINISTRASI PERKANTORAN,D3,82.73
UNIVERSITAS LAMPUNG,UNILA,AKUNTANSI,D3,82.48
UNIVERSITAS LAMPUNG,UNILA,MANAJEMEN PEMASARAN,D3,82.46
UNIVERSITAS LAMPUNG,UNILA,MANAJEMEN INFORMATIKA,D3,81.97
UNIVERSITAS LAMPUNG,UNILA,PERPUSTAKAAN,D3,81.44
UNIVERSITAS LAMPUNG,UNILA,HUBUNGAN MASYARAKAT,D3,81.36
UNIVERSITAS LAMPUNG,UNILA,TEKNIK MESIN,D3,80.8
UNIVERSITAS LAMPUNG,UNILA,TEKNIK SIPIL,D3,80.69
UNIVERSITAS LAMPUNG,UNILA,TEKNIK SURVEY DAN PEMETAAN,D3,80.68
UNIVERSITAS LAMPUNG,UNILA,PERBANKAN DAN KEUANGAN PSDKU LAMPUNG TENGAH,D3,80.47
UNIVERSITAS LAMPUNG,UNILA,AKUNTANSI PSDKU WAY KANAN,D3,80.15
UNIVERSITAS LAMPUNG,UNILA,TEKNOLOGI REKAYASA OTOMOTIF,D4,80.81
UNIVERSITAS LAMPUNG,UNILA,PEND. KEDOKTERAN,S1,93.49
UNIVERSITAS LAMPUNG,UNILA,TEKNIK INFORMATIKA,S1,91.09
UNIVERSITAS LAMPUNG,UNILA,MANAJEMEN,S1,90.86
UNIVERSITAS LAMPUNG,UNILA,FARMASI,S1,90.76
UNIVERSITAS LAMPUNG,UNILA,HUKUM,S1,90.61
UNIVERSITAS LAMPUNG,UNILA,ILMU KOMUNIKASI,S1,90.3
UNIVERSITAS LAMPUNG,UNILA,ILMU ADM. NIAGA/BISNIS,S1,90.12
UNIVERSITAS LAMPUNG,UNILA,ILMU KOMPUTER,S1,90.07
UNIVERSITAS LAMPUNG,UNILA,ILMU ADM. NEGARA,S1,89.52
UNIVERSITAS LAMPUNG,UNILA,PEND. B. INGGRIS,S1,89.21
UNIVERSITAS LAMPUNG,UNILA,ILMU PEMERINTAHAN,S1,89.11
UNIVERSITAS LAMPUNG,UNILA,PPKN,S1,88.94
UNIVERSITAS LAMPUNG,UNILA,HUBUNGAN INTERNASIONAL,S1,88.79
UNIVERSITAS LAMPUNG,UNILA,BISNIS DIGITAL,S1,88.76
UNIVERSITAS LAMPUNG,UNILA,AGRIBISNIS,S1,88.58
UNIVERSITAS LAMPUNG,UNILA,PEND. BIOLOGI,S1,88.24
UNIVERSITAS LAMPUNG,UNILA,PEND. EKONOMI,S1,87.89
UNIVERSITAS LAMPUNG,UNILA,SOSIOLOGI,S1,87.89
UNIVERSITAS LAMPUNG,UNILA,PEND. SEJARAH,S1,87.78
UNIVERSITAS LAMPUNG,UNILA,IESP,S1,87.51
UNIVERSITAS LAMPUNG,UNILA,SISTEM INFORMASI,S1,87.09
UNIVERSITAS LAMPUNG,UNILA,BIMB. KONSELING,S1,87.0
UNIVERSITAS LAMPUNG,UNILA,PEND. GEOGRAFI,S1,86.95
UNIVERSITAS LAMPUNG,UNILA,PGSD,S1,86.81
UNIVERSITAS LAMPUNG,UNILA,TEKNIK ELEKTRO,S1,86.8
UNIVERSITAS LAMPUNG,UNILA,AGROTEKNOLOGI,S1,86.62
UNIVERSITAS LAMPUNG,UNILA,PEND. BAHASA INDONESIA,S1,86.54
UNIVERSITAS LAMPUNG,UNILA,PENDIDIKAN TEKNOLOGI INFORMASI,S1,86.48
UNIVERSITAS LAMPUNG,UNILA,KEHUTANAN,S1,85.79
UNIVERSITAS LAMPUNG,UNILA,PENDIDIKAN BAHASA LAMPUNG,S1,85.45
UNIVERSITAS LAMPUNG,UNILA,BIOLOGI,S1,85.39
UNIVERSITAS LAMPUNG,UNILA,TEKNIK PERTANIAN,S1,85.29
UNIVERSITAS LAMPUNG,UNILA,PEND. MATEMATIKA,S1,85.24
UNIVERSITAS LAMPUNG,UNILA,PENDIDIKAN JASMANI,S1,85.24
UNIVERSITAS LAMPUNG,UNILA,TEKNOLOGI HASIL PERTANIAN,S1,84.78
UNIVERSITAS LAMPUNG,UNILA,PENDIDIKAN ANAK USIA DINI,S1,84.25
UNIVERSITAS LAMPUNG,UNILA,PETERNAKAN,S1,84.1
UNIVERSITAS LAMPUNG,UNILA,ARSITEKTUR,S1,84.04
UNIVERSITAS LAMPUNG,UNILA,KIMIA,S1,83.93
UNIVERSITAS LAMPUNG,UNILA,PEND. KIMIA,S1,83.9
UNIVERSITAS LAMPUNG,UNILA,TEKNOLOGI INDUSTRI PERTANIAN,S1,83.83
UNIVERSITAS LAMPUNG,UNILA,MATEMATIKA,S1,83.69
UNIVERSITAS LAMPUNG,UNILA,AGRONOMI,S1,83.46
UNIVERSITAS LAMPUNG,UNILA,TEKNIK KIMIA,S1,83.45
UNIVERSITAS LAMPUNG,UNILA,PEND. FISIKA,S1,83.41
UNIVERSITAS LAMPUNG,UNILA,TEKNIK LINGKUNGAN,S1,83.39
UNIVERSITAS LAMPUNG,UNILA,TEKNIK GEODESI,S1,83.36
UNIVERSITAS LAMPUNG,UNILA,TEKNIK GEOFISIKA,S1,83.3
UNIVERSITAS LAMPUNG,UNILA,ILMU KELAUTAN,S1,83.07
UNIVERSITAS LAMPUNG,UNILA,PENDIDIKAN TARI,S1,83.07
UNIVERSITAS LAMPUNG,UNILA,PROTEKSI TANAMAN,S1,82.95
UNIVERSITAS LAMPUNG,UNILA,NUTRISI DAN TEKNOLOGI PAKAN TERNAK,S1,82.64
UNIVERSITAS LAMPUNG,UNILA,BIOLOGI TERAPAN,S1,82.58
UNIVERSITAS LAMPUNG,UNILA,PENYULUHAN PERTANIAN,S1,82.48
UNIVERSITAS LAMPUNG,UNILA,BUDIDAYA PERAIRAN,S1,81.9
UNIVERSITAS LAMPUNG,UNILA,FISIKA,S1,81.76
UNIVERSITAS LAMPUNG,UNILA,ILMU TANAH,S1,81.76
UNIVERSITAS LAMPUNG,UNILA,PENDIDIKAN MUSIK,S1,81.75
UNIVERSITAS LAMPUNG,UNILA,SUMBERDAYA AKUATIK,S1,81.63
UNIVERSITAS LAMPUNG,UNILA,BAHASA PERANCIS,S1,80.98
UNIVERSITAS LAMPUNG,UNILA,TEKNIK GEOLOGI,S1,80.88
UNIVERSITAS LAMPUNG,UNILA,ILMU KOMPUTER PSDKU WAY KANAN,S1,80.22
UNIVERSITAS MALIKUSSALEH,UNIMAL,KEPERAWATAN,D3,83.98
UNIVERSITAS MALIKUSSALEH,UNIMAL,KEDOKTERAN,S1,90.7
UNIVERSITAS MALIKUSSALEH,UNIMAL,TEKNIK INFORMATIKA,S1,90.28
UNIVERSITAS MALIKUSSALEH,UNIMAL,MANAJEMEN,S1,86.96
UNIVERSITAS MALIKUSSALEH,UNIMAL,PSIKOLOGI,S1,86.84
UNIVERSITAS MALIKUSSALEH,UNIMAL,HUKUM,S1,86.81
UNIVERSITAS MALIKUSSALEH,UNIMAL,AKUNTANSI,S1,86.73
UNIVERSITAS MALIKUSSALEH,UNIMAL,ILMU KOMUNIKASI,S1,86.6
UNIVERSITAS MALIKUSSALEH,UNIMAL,PENDIDIKAN BAHASA INDONESIA,S1,86.32
UNIVERSITAS MALIKUSSALEH,UNIMAL,SISTEM INFORMASI,S1,86.21
UNIVERSITAS MALIKUSSALEH,UNIMAL,ADMINISTRASI PUBLIK,S1,86.15
UNIVERSITAS MALIKUSSALEH,UNIMAL,TEKNIK INDUSTRI,S1,86.08
UNIVERSITAS MALIKUSSALEH,UNIMAL,AGROEKOTEKNOLOGI,S1,85.98
UNIVERSITAS MALIKUSSALEH,UNIMAL,TEKNIK MESIN,S1,85.6
UNIVERSITAS MALIKUSSALEH,UNIMAL,TEKNIK SIPIL,S1,85.47
UNIVERSITAS MALIKUSSALEH,UNIMAL,ADMINISTRASI BISNIS,S1,84.95
UNIVERSITAS MALIKUSSALEH,UNIMAL,AGRIBISNIS,S1,84.92
UNIVERSITAS MALIKUSSALEH,UNIMAL,SOSIOLOGI,S1,84.91
UNIVERSITAS MALIKUSSALEH,UNIMAL,TEKNIK ELEKTRO,S1,84.51
UNIVERSITAS MALIKUSSALEH,UNIMAL,EKONOMI SYARIAH,S1,84.23
UNIVERSITAS MALIKUSSALEH,UNIMAL,TEKNIK KIMIA,S1,84.01
UNIVERSITAS MALIKUSSALEH,UNIMAL,PENDIDIKAN MATEMATIKA,S1,83.95
UNIVERSITAS MALIKUSSALEH,UNIMAL,ILMU EKONOMI & STUDI PEMBANGUNAN,S1,83.91
UNIVERSITAS MALIKUSSALEH,UNIMAL,TEKNIK ARSITEKTUR,S1,83.23
UNIVERSITAS MALIKUSSALEH,UNIMAL,KEWIRUSAHAAN,S1,83.11
UNIVERSITAS MALIKUSSALEH,UNIMAL,ILMU POLITIK,S1,82.83
UNIVERSITAS MALIKUSSALEH,UNIMAL,PENDIDIKAN FISIKA,S1,82.7
UNIVERSITAS MALIKUSSALEH,UNIMAL,PENDIDIKAN KIMIA,S1,82.68
UNIVERSITAS MALIKUSSALEH,UNIMAL,ILMU KELAUTAN,S1,82.3
UNIVERSITAS MALIKUSSALEH,UNIMAL,TEKNIK LOGISTIK,S1,82.16
UNIVERSITAS MALIKUSSALEH,UNIMAL,ANTROPOLOGI,S1,81.98
UNIVERSITAS MALIKUSSALEH,UNIMAL,AKUAKULTUR,S1,81.85
UNIVERSITAS MALIKUSSALEH,UNIMAL,PENDIDIKAN VOKASIONAL TEKNIK MESIN,S1,81.47
UNIVERSITAS MALIKUSSALEH,UNIMAL,TEKNIK MATERIAL,S1,81.16
UNIVERSITAS MARITIM RAJA ALI HAJI,UMRAH,KEDOKTERAN,S1,90.24
UNIVERSITAS MARITIM RAJA ALI HAJI,UMRAH,TEKNIK INFORMATIKA,S1,89.62
UNIVERSITAS MARITIM RAJA ALI HAJI,UMRAH,MANAJEMEN,S1,87.73
UNIVERSITAS MARITIM RAJA ALI HAJI,UMRAH,AKUNTANSI,S1,87.72
