nama,jurusan_sma,nilai_sem1,nilai_sem2,nilai_sem3,nilai_sem4,nilai_sem5,rata_rata,nama_sekolah,ranking,akreditasi,indeks_sekolah,kuota_eligible,provinsi,nilai_berbobot,target_ptn,target_prodi,target_jenjang,passing_grade,daya_tampung_2026,peminat_2025,rasio_keketatan,target_lulus_snbp
Siswa_505,IPS,81.1,81.1,79.0,78.5,77.5,79.44,SMAS DARUL HIKAM BANDUNG,521,C,92.19,0.05,JAWA BARAT,73.24,UNIVERSITAS NEGERI MEDAN,MATEMATIKA,Sarjana,85.0,46,278.0,0.1655,0
Siswa_506,IPA,78.3,80.3,84.3,85.7,86.5,83.02,SMAN 19 BATAM,783,C,88.26,0.05,KEPULAUAN RIAU,73.27,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK GEOMATIKA,Sarjana,86.6,26,292.0,0.089,0
Siswa_507,IPS,75.8,78.4,78.7,78.8,78.8,78.1,SMAN 68 JAKARTA,10,A,99.86,0.4,DKI JAKARTA,77.99,UNIVERSITAS TADULAKO,AGROTEKNOLOGI (PSDKU MOROWALI),Sarjana,80.71,12,4.0,3.0,1
Siswa_508,IPS,87.5,88.0,88.6,90.0,89.7,88.76,SMAN 2 NGAWI,984,C,85.24,0.05,JAWA TIMUR,75.66,UIN SUNAN GUNUNG DJATI,TEKNIK INFORMATIKA,Sarjana,86.07,40,771.0,0.0519,0
Siswa_509,IPS,79.5,79.3,79.0,83.1,83.7,80.92,MAN INSAN CENDEKIA ACEH TIMUR,378,B,94.34,0.25,ACEH,76.34,UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN FISIKA,Sarjana,84.93,31,182.0,0.1703,0
Siswa_510,IPS,74.2,78.1,78.5,80.7,81.1,78.52,SMAN 1 BALEENDAH,633,C,90.51,0.05,JAWA BARAT,71.07,UNIVERSITAS MATARAM,PERPAJAKAN,Diploma Tiga,85.75,30,164.0,0.1829,0
Siswa_511,IPS,86.9,91.4,95.3,97.3,99.2,94.02,SMAN 1 BANJARBARU,637,C,90.45,0.05,KALIMANTAN SELATAN,85.04,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,SAINS AKTUARIA,Sarjana,87.99,24,269.0,0.0892,0
Siswa_512,IPA,97.5,100.0,96.0,96.2,95.9,97.12,SMAN 1 SUMBERREJO,682,C,89.77,0.05,JAWA TIMUR,87.18,UNIVERSITAS NEGERI MALANG,GEOGRAFI,Sarjana,86.18,49,327.0,0.1498,1
Siswa_513,IPS,85.0,86.1,89.7,87.7,88.0,87.3,SMA XAVERIUS 03 PALEMBANG,584,C,91.25,0.05,SUMATERA SELATAN,79.66,UNIVERSITAS SYIAH KUALA,EKONOMI PEMBANGUNAN,Sarjana,86.83,48,317.0,0.1514,0
Siswa_514,IPS,89.2,88.6,90.3,90.8,90.3,89.84,SMAN 2 KOTA TANGERANG SELATAN,152,B,97.73,0.25,BANTEN,87.8,UNIVERSITAS SYIAH KUALA,TEKNIK LINGKUNGAN,Sarjana,86.07,18,174.5,0.2013,1
Siswa_515,IPA,85.4,84.7,83.3,86.7,86.5,85.32,SMAN 15 BANDUNG,720,C,89.2,0.05,JAWA BARAT,76.11,UNIVERSITAS INDONESIA,GEOFISIKA,Sarjana,86.74,16,248.0,0.0645,0
Siswa_516,IPA,84.5,86.6,85.4,83.3,83.7,84.7,SMAS DARMA YUDHA,49,A,99.28,0.4,RIAU,84.09,POLITEKNIK NEGERI MEDAN,BAHASA INGGRIS,Diploma Tiga,86.07,23,174.5,0.2013,0
Siswa_517,IPA,89.6,91.4,95.8,94.7,96.0,93.5,SMAN 4 SURAKARTA,154,B,97.7,0.25,JAWA TENGAH,91.35,UNIVERSITAS HASANUDDIN,BUDI DAYA LAUT DAN PANTAI,Sarjana Terapan,80.07,13,8.0,1.625,1
Siswa_518,IPS,83.5,87.4,86.5,87.7,87.6,86.54,SMAN 1 PADANGAN,859,C,87.12,0.05,JAWA TIMUR,75.39,POLITEKNIK PERIKANAN NEGERI TUAL,AGRIBISNIS PERIKANAN,Diploma Tiga,86.07,15,9.0,1.6667,1
Siswa_519,IPS,86.3,88.6,87.3,86.4,86.5,87.02,SMAN 1 CILEUNGSI,293,B,95.62,0.25,JAWA BARAT,83.21,UNIVERSITAS NEGERI SURABAYA,ARSITEKTUR BANGUNAN GEDUNG,Sarjana Terapan,86.07,17,174.5,0.2013,0
Siswa_520,IPA,86.6,84.6,87.9,87.3,88.0,86.88,SMA AL WILDAN ISLAMIC SCHOOL,580,C,91.31,0.05,BANTEN,79.33,UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN KEPELATIHAN  OLAHRAGA,Sarjana,86.07,36,245.0,0.1469,0
Siswa_521,IPA,81.7,84.8,86.4,86.6,86.1,85.12,MAN INSAN CENDEKIA PADANG PARIAMAN,50,A,99.26,0.4,SUMATERA BARAT,84.49,UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN MATEMATIKA (UNESA KAMPUS MAGETAN),Sarjana,80.85,31,166.0,0.1867,0
Siswa_522,IPA,90.0,89.0,88.1,86.4,86.2,87.94,SMAN 2,664,C,90.05,0.05,JAWA TIMUR,79.19,UNIVERSITAS DIPONEGORO,KEDOKTERAN,Sarjana,95.57,60,1213.0,0.0495,0
Siswa_523,IPS,84.1,84.4,85.8,84.8,84.4,84.7,SMAN 2 BEKASI,531,C,92.04,0.05,JAWA BARAT,77.96,UNIVERSITAS AIRLANGGA,REKAYASA NANOTEKNOLOGI,Sarjana,83.88,40,168.0,0.2381,0
Siswa_524,IPS,81.2,82.7,81.7,84.1,85.0,82.94,SMAN 1 KUTOWINANGUN,612,C,90.83,0.05,JAWA TENGAH,75.33,UNIVERSITAS BANGKA BELITUNG,HUKUM,Sarjana,87.79,87,343.0,0.2536,0
Siswa_525,IPS,87.7,92.7,95.9,94.3,94.8,93.08,SMA NEGERI 1 BANTUL,60,A,99.11,0.4,DI YOGYAKARTA,92.25,POLITEKNIK PERTANIAN NEGERI SAMARINDA,REKAYASA KAYU,Sarjana Terapan,86.07,9,174.5,0.2013,1
Siswa_526,IPA,80.5,87.7,90.9,88.7,88.6,87.28,SMA NEGERI 1 PATI,167,B,97.51,0.25,JAWA TENGAH,85.11,UNIVERSITAS SEBELAS MARET,ARSITEKTUR,Sarjana,89.43,26,417.0,0.0624,1
Siswa_527,IPA,85.1,87.4,89.4,89.2,88.6,87.94,SMAN 2 PURWOKERTO,202,B,96.98,0.25,JAWA TENGAH,85.28,UNIVERSITAS SILIWANGI,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,Sarjana,85.87,22,286.0,0.0769,0
Siswa_528,IPA,85.0,85.6,87.3,89.8,90.6,87.66,SMAS KOSGORO,857,C,87.15,0.05,JAWA BARAT,76.4,UNIVERSITAS BENGKULU,MATEMATIKA,Sarjana,82.76,16,70.0,0.2286,0
Siswa_529,IPA,90.4,92.5,97.0,97.6,99.0,95.3,SMAN 3 MAGELANG,146,B,97.82,0.25,JAWA TENGAH,93.22,UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN AKUNTANSI,Sarjana,85.14,25,318.0,0.0786,1
Siswa_530,IPS,87.4,90.1,91.1,91.2,91.1,90.18,SMAN 1 SUMBERPUCUNG,915,C,86.28,0.05,JAWA TIMUR,77.81,UNIVERSITAS PENDIDIKAN INDONESIA,TEKNIK SIPIL,Sarjana,88.96,46,722.0,0.0637,0
Siswa_531,IPS,84.9,85.2,83.9,85.0,85.5,84.9,SMAN 3 BLITAR,676,C,89.86,0.05,JAWA TIMUR,76.29,UNIVERSITAS PAPUA,PENDIDKAN GURU SEKOLAH DASAR,Sarjana,85.65,30,61.0,0.4918,0
Siswa_532,IPS,89.1,93.7,95.6,93.1,92.4,92.78,SMKN 1 PEDAN,970,C,85.45,0.05,JAWA TENGAH,79.28,UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN SENI MUSIK,Sarjana,84.52,24,105.0,0.2286,1
Siswa_533,IPS,92.0,93.4,98.6,100.0,100.0,96.8,SMAN 1 SUKABUMI,993,C,85.11,0.05,JAWA BARAT,82.39,ISI YOGYAKARTA,SENI KARAWITAN,Sarjana,86.07,15,35.0,0.4286,0
Siswa_534,IPA,87.8,89.8,88.8,90.5,90.0,89.38,SMAN 2 PADANG,439,C,93.42,0.05,SUMATERA BARAT,83.5,UNIVERSITAS SULAWESI BARAT,BISNIS DIGITAL,Sarjana,84.86,28,59.0,0.4746,1
Siswa_535,IPS,85.1,87.4,87.7,87.8,87.7,87.14,SMAS ISLAM AL-AZHAR BSD,242,B,96.38,0.25,BANTEN,83.99,UNIVERSITAS NEGERI JAKARTA,TEKNOLOGI PENDIDIKAN,Sarjana,84.64,27,203.0,0.133,0
Siswa_536,IPS,78.4,80.3,82.1,85.1,86.3,82.44,SMA NEGERI 12,581,C,91.29,0.05,JAWA TENGAH,75.26,UNIVERSITAS INDONESIA,ILMU KESEHATAN MASYARAKAT,Sarjana,90.08,45,642.0,0.0701,0
Siswa_537,IPS,79.7,82.4,83.2,82.0,81.7,81.8,SMAN 6 BEKASI,687,C,89.7,0.05,JAWA BARAT,73.37,POLITEKNIK NEGERI TANAH LAUT,AKUNTANSI PERPAJAKAN,Sarjana Terapan,86.07,41,91.0,0.4505,0
Siswa_538,IPA,83.5,83.2,82.3,85.5,85.5,84.0,SMA AL WAFI IBS,561,C,91.59,0.05,JAWA BARAT,76.94,UNIVERSITAS SRIWIJAYA,PEND TEKNIK MESIN,Sarjana,84.13,20,98.0,0.2041,0
Siswa_539,IPA,82.0,81.8,85.1,86.4,87.9,84.64,SMAN 1 KAUMAN,483,C,92.76,0.05,JAWA TIMUR,78.51,UNIVERSITAS TRUNOJOYO MADURA,AGRIBISNIS,Sarjana,84.39,100,152.0,0.6579,0
Siswa_540,IPA,84.1,82.9,88.5,88.8,89.1,86.68,MAN INSAN CENDEKIA SIAK,108,B,98.39,0.25,RIAU,85.28,UNIVERSITAS HASANUDDIN,KEHUTANAN,Sarjana,87.11,135,437.0,0.3089,1
Siswa_541,IPS,85.3,87.2,88.6,89.5,90.9,88.3,SMA S AL KAUTSAR,226,B,96.62,0.25,LAMPUNG,85.32,UNIVERSITAS RIAU,HUBUNGAN INTERNASIONAL,Sarjana,90.29,57,441.0,0.1293,0
Siswa_542,IPS,87.6,90.2,89.4,90.2,89.7,89.42,SMA NEGERI 1 PENGASIH,673,C,89.91,0.05,DI YOGYAKARTA,80.4,INSTITUT PERTANIAN BOGOR,KOMUNIKASI DIGITAL DAN MEDIA (KAMPUS SUKABUMI),Sarjana Terapan,88.01,54,309.0,0.1748,0
Siswa_543,IPA,84.6,86.6,84.5,87.9,88.9,86.5,SMAN 72 JAKARTA,631,C,90.54,0.05,DKI JAKARTA,78.32,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,DESAIN INTERIOR,Sarjana,86.32,24,187.0,0.1283,0
Siswa_544,IPS,87.4,91.8,93.3,92.1,94.0,91.72,SMAN 1 SINGARAJA,661,C,90.09,0.05,BALI,82.63,UNIVERSITAS NEGERI GORONTALO,ILMU LINGKUNGAN,Sarjana,82.48,15,22.0,0.6818,1
Siswa_545,IPS,85.3,86.3,89.5,89.0,87.6,87.54,SMA NEGERI NGORO,977,C,85.35,0.05,JAWA TIMUR,74.72,UNIVERSITAS NEGERI PADANG,PENDIDIKAN GURU SEKOLAH DASAR - PSDKU SAWAHLUNTO,Sarjana,86.07,20,217.0,0.0922,0
Siswa_546,IPA,75.1,77.5,79.4,82.5,83.1,79.52,SMAS PLUS AL GHIFARI BANDUNG,662,C,90.08,0.05,JAWA BARAT,71.63,UNIVERSITAS GADJAH MADA,"BAHASA, SASTRA, DAN BUDAYA JAWA",Sarjana,85.47,15,106.0,0.1415,0
Siswa_547,IPA,80.3,79.1,80.1,79.9,80.3,79.94,SMAIT INSANTAMA PLUS,432,C,93.53,0.05,JAWA BARAT,74.77,POLITEKNIK NEGERI MANADO,TEKNOLOGI REKAYASA MEKATRONIKA,Sarjana Terapan,86.07,20,5.0,4.0,0
Siswa_548,IPS,84.3,84.5,84.3,87.1,87.4,85.52,SMAN 1 KENCONG,805,C,87.93,0.05,JAWA TIMUR,75.2,UNIVERSITAS JEMBER,ILMU KEPERAWATAN,Sarjana,90.79,60,900.0,0.0667,0
Siswa_549,IPA,79.0,81.3,80.2,84.6,85.8,82.18,SMAN 1 PARIAMAN,655,C,90.18,0.05,SUMATERA BARAT,74.11,UIN SUNAN GUNUNG DJATI,KIMIA,Sarjana,86.07,27,164.0,0.1646,0
Siswa_550,IPS,88.0,90.7,93.4,93.6,94.1,91.96,SMA NEGERI 5 PAREPARE,419,C,93.72,0.05,SULAWESI SELATAN,86.18,UNIVERSITAS ANDALAS,KEPERAWATAN,Sarjana,88.95,36,784.0,0.0459,0
Siswa_551,IPA,92.7,93.1,95.9,98.3,99.3,95.86,SMAN 2 TANGERANG,988,C,85.18,0.05,BANTEN,81.65,UNIVERSITAS TIDAR,AGRIBISNIS,Sarjana,82.69,30,338.0,0.0888,0
Siswa_552,IPS,91.1,92.0,89.9,88.6,88.1,89.94,SMAN 2 JEMBER,455,C,93.18,0.05,JAWA TIMUR,83.81,POLITEKNIK PERTANIAN NEGERI SAMARINDA,SISTEM INFORMASI AKUNTANSI,Diploma Tiga,86.07,12,5.0,2.4,1
Siswa_553,IPA,83.9,81.9,86.1,88.6,90.3,86.16,SMAS KRISTEN IMMANUEL,160,B,97.61,0.25,KALIMANTAN BARAT,84.1,UNIVERSITAS PATTIMURA,MANAJEMEN,Sarjana,86.91,123,310.0,0.3968,0
Siswa_554,IPA,92.5,92.7,94.9,96.3,97.1,94.7,SMAN 3 SUKABUMI,523,C,92.16,0.05,JAWA BARAT,87.28,POLITEKNIK MANUFAKTUR BANDUNG,PEMELIHARAAN MESIN,Diploma Tiga,86.07,16,108.0,0.1481,1
Siswa_555,IPS,85.7,88.5,92.3,94.3,96.0,91.36,SMAS LUQMAN AL HAKIM,650,C,90.26,0.05,JAWA TIMUR,82.46,POLITEKNIK NEGERI MEDIA KREATIF,DESAIN GRAFIS,Diploma Tiga,86.07,64,150.0,0.4267,0
Siswa_556,IPA,83.3,85.5,83.8,83.5,83.2,83.86,SMA Islam Terpadu Granada,969,C,85.47,0.05,KALIMANTAN TIMUR,71.68,UNIVERSITAS GADJAH MADA,KEDOKTERAN GIGI,Sarjana,91.39,45,624.0,0.0721,0
Siswa_557,IPA,81.9,83.9,82.2,79.9,79.2,81.42,SMAN 1 CEPU,590,C,91.16,0.05,JAWA TENGAH,74.22,UNIVERSITAS SILIWANGI,PENDIDIKAN MASYARAKAT,Sarjana,86.11,58,316.0,0.1835,0
Siswa_558,IPA,83.5,84.6,85.3,87.3,87.6,85.66,SMA KRISTEN PENABUR KOTA WISATA,77,A,98.86,0.4,JAWA BARAT,84.68,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,REKAYASA PERANGKAT LUNAK,Sarjana,86.23,13,187.0,0.0695,1
Siswa_559,IPS,83.1,84.1,86.1,83.0,83.3,83.92,SMAN 1 NGUNUT,509,C,92.37,0.05,JAWA TIMUR,77.52,UNIVERSITAS BANGKA BELITUNG,AKUAKULTUR,Sarjana,81.08,45,74.0,0.6081,0
Siswa_560,IPS,85.9,85.5,90.1,90.5,90.9,88.58,SMAN 11 JAKARTA,441,C,93.39,0.05,DKI JAKARTA,82.72,ISI PADANG PANJANG,TARI MELAYU,Sarjana Terapan,86.07,15,1.0,15.0,0
Siswa_561,IPS,85.8,88.2,90.6,93.5,95.0,90.62,SMAS YAYASAN PENDIDIKAN VIDYA DAHANA PATRA,254,B,96.2,0.25,KALIMANTAN TIMUR,87.18,UNIVERSITAS UDAYANA,MATEMATIKA,Sarjana,82.5,45,81.0,0.5556,1
Siswa_562,IPA,85.0,86.9,87.4,88.8,91.1,87.84,SMAN 1 BLAHBATUH,921,C,86.19,0.05,BALI,75.71,UNIVERSITAS SUMATERA UTARA,TEKNIK KIMIA,Sarjana,87.4,30,612.0,0.049,0
Siswa_563,IPA,87.2,89.2,88.1,93.0,94.7,90.44,SMA NEGERI 5 CIMAHI,770,C,88.45,0.05,JAWA BARAT,79.99,UNIVERSITAS NEGERI YOGYAKARTA,PENGOBATAN TRADISIONAL INDONESIA,Sarjana Terapan,83.83,12,64.0,0.1875,0
Siswa_564,IPA,91.0,90.9,94.4,97.4,98.2,94.38,SMAN 59 JAKARTA,320,B,95.21,0.25,DKI JAKARTA,89.86,INSTITUT TEKNOLOGI BANDUNG,FAKULTAS ILMU DAN TEKNOLOGI KEBUMIAN (FITB),Sarjana,90.21,90,1172.0,0.0768,0
Siswa_565,IPA,89.7,86.4,85.5,85.2,85.4,86.44,SMA AL MUTTAQIN,803,C,87.96,0.05,JAWA BARAT,76.03,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,REKAYASA KECERDASAN ARTIFISIAL,Sarjana,87.36,13,303.0,0.0429,0
Siswa_566,IPA,77.6,80.8,85.0,86.1,87.2,83.34,SMAN 7 SURAKARTA,263,B,96.07,0.25,JAWA TENGAH,80.06,ISI BALI,FOTOGRAFI,Sarjana,86.07,43,57.0,0.7544,0
Siswa_567,IPA,72.2,72.3,72.7,73.6,72.2,72.6,SMA PGII 1,597,C,91.05,0.05,JAWA BARAT,66.1,UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN GEOGRAFI,Sarjana,85.77,20,275.0,0.0727,0
Siswa_568,IPA,89.7,88.9,93.1,91.0,90.4,90.62,SMAN 2 BANDAR LAMPUNG,658,C,90.14,0.05,LAMPUNG,81.68,UNIVERSITAS NEGERI JAKARTA,TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN GEDUNG,Sarjana Terapan,84.68,16,207.0,0.0773,0
Siswa_569,IPS,78.2,80.6,82.9,82.0,81.1,80.96,SMAN 4 PURWOKERTO,835,C,87.48,0.05,JAWA TENGAH,70.82,POLITEKNIK NEGERI MEDAN,TEKNIK TELEKOMUNIKASI,Diploma Tiga,86.07,45,123.0,0.3659,0
Siswa_570,IPA,83.9,84.1,84.8,84.7,84.6,84.42,SMA NEGERI MOJOAGUNG,554,C,91.7,0.05,JAWA TIMUR,77.41,UNIVERSITAS NEGERI MALANG,AKUNTANSI,Sarjana,85.07,68,1148.0,0.0592,0
Siswa_571,IPA,79.1,82.3,82.2,79.2,79.2,80.4,SMA GARUDA CENDEKIA,374,B,94.4,0.25,DKI JAKARTA,75.9,UNIVERSITAS PATTIMURA,IL. HUKUM,Sarjana,86.99,185,411.0,0.4501,0
Siswa_572,IPS,76.0,78.2,78.5,79.6,81.5,78.76,SMAN 1 BANJARBARU,637,C,90.45,0.05,KALIMANTAN SELATAN,71.24,UNIVERSITAS KHAIRUN,PEND. FISIKA,Sarjana,86.07,15,16.0,0.9375,0
Siswa_573,IPA,87.7,90.1,91.9,92.4,93.4,91.1,SMA NEGERI 1 PATI,167,B,97.51,0.25,JAWA TENGAH,88.83,UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,86.46,19,200.0,0.095,1
Siswa_574,IPS,88.8,87.1,88.2,85.9,85.2,87.04,SMAN 1 REJANG LEBONG,937,C,85.95,0.05,BENGKULU,74.81,UIN RADEN INTAN LAMPUNG,KIMIA,Sarjana,86.07,80,11.0,7.2727,0
Siswa_575,IPS,82.1,85.5,85.4,87.2,88.7,85.78,SMA NEGERI 1 TENGARAN,753,C,88.71,0.05,JAWA TENGAH,76.1,POLITEKNIK NEGERI BANYUWANGI,TEKNOLOGI PRODUKSI TANAMAN PANGAN,Sarjana Terapan,86.07,30,36.0,0.8333,0
Siswa_576,IPS,72.0,73.6,74.2,76.7,75.7,74.44,SMAN 22 JAKARTA,459,C,93.12,0.05,DKI JAKARTA,69.32,UNIVERSITAS SRIWIJAYA,TEKNIK INFORMATIKA,Sarjana,91.88,40,936.0,0.0427,0
Siswa_577,IPA,82.3,82.5,83.7,85.1,85.8,83.88,MAN KOTA SURABAYA,999,C,85.02,0.05,JAWA TIMUR,71.31,POLITEKNIK NEGERI JEMBER,TEKNOLOGI PAKAN TERNAK,Sarjana Terapan,86.07,50,50.0,1.0,0
Siswa_578,IPS,87.0,88.2,85.0,85.3,85.6,86.22,SMAN 97 JAKARTA,280,B,95.81,0.25,DKI JAKARTA,82.61,UNIVERSITAS TADULAKO,TEKNIK LINGKUNGAN,Sarjana,83.83,36,150.0,0.24,1
Siswa_579,IPA,77.6,75.1,77.0,79.2,78.3,77.44,SMKN 1 DEPOK,700,C,89.5,0.05,DI YOGYAKARTA,69.31,POLITEKNIK NEGERI MALANG,TEKNOLOGI PEMELIHARAAN PESAWAT UDARA,Diploma Tiga,86.07,15,174.5,0.2013,0
Siswa_580,IPA,85.9,87.7,86.8,89.1,90.5,88.0,SMAS YAYASAN PUPUK KALTIM BONTANG,302,B,95.48,0.25,KALIMANTAN TIMUR,84.02,POLITEKNIK NEGERI KETAPANG,PEMELIHARAAN MESIN,Diploma Tiga,86.07,18,27.0,0.6667,1
Siswa_581,IPA,84.9,83.9,82.6,84.2,84.4,84.0,SMAN 2 BEKASI,531,C,92.04,0.05,JAWA BARAT,77.31,UNIVERSITAS BRAWIJAYA,FISIKA,Sarjana,84.99,22,94.0,0.234,0
Siswa_582,IPS,87.9,86.2,83.8,83.2,82.1,84.64,SMA AL WILDAN ISLAMIC SCHOOL,580,C,91.31,0.05,BANTEN,77.28,UNIVERSITAS SEBELAS MARET,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,88.47,20,234.0,0.0855,0
Siswa_583,IPA,85.6,83.6,81.0,82.5,82.5,83.04,SMAN 8 BANDUNG,218,B,96.74,0.25,JAWA BARAT,80.33,UNIVERSITAS MULAWARMAN,GEOFISIKA,Sarjana,83.44,15,35.0,0.4286,0
Siswa_584,IPA,80.1,83.4,81.6,85.0,87.6,83.54,SMAN 1 MLATI,102,B,98.48,0.25,DI YOGYAKARTA,82.27,UIN SUNAN KALIJAGA,SOSIOLOGI,Sarjana,86.07,53,119.0,0.4454,0
Siswa_585,IPS,91.0,90.7,90.3,90.1,90.1,90.44,SMA NEGERI MOJOAGUNG,554,C,91.7,0.05,JAWA TIMUR,82.93,UNIVERSITAS TEUKU UMAR,SAINS KEOLAHRAGAAN,Sarjana,86.07,16,174.5,0.2013,0
Siswa_586,IPA,84.2,88.3,93.2,98.4,100.0,92.82,SMAN 1 BLORA,288,B,95.69,0.25,JAWA TENGAH,88.82,INSTITUT PERTANIAN BOGOR,TEKNOLOGI DAN MANAJEMEN PEMBENIHAN IKAN (KAMPUS SUKABUMI),Sarjana Terapan,85.02,28,79.0,0.3544,1
Siswa_587,IPA,84.9,84.8,84.7,84.7,84.3,84.68,SMA NEGERI 1 PATI,167,B,97.51,0.25,JAWA TENGAH,82.57,POLITEKNIK NEGERI FAKFAK,PENGELOLAAN AGRIBISNIS PERKEBUNAN,Sarjana Terapan,86.07,10,5.0,2.0,0
Siswa_588,IPA,80.3,77.9,79.3,80.3,79.6,79.48,SMAN 7 TANGERANG,621,C,90.69,0.05,BANTEN,72.08,UNIVERSITAS JEMBER,ILMU KESEJAHTERAAN SOSIAL,Sarjana,87.6,55,231.0,0.2381,0
Siswa_589,IPA,82.8,81.6,83.4,83.0,83.7,82.9,SMAN 47 JAKARTA,36,A,99.47,0.4,DKI JAKARTA,82.46,UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN SEJARAH,Sarjana,86.22,23,431.0,0.0534,0
Siswa_590,IPA,80.6,84.0,85.3,86.8,87.1,84.76,SMAS YAS BANDUNG,744,C,88.84,0.05,JAWA BARAT,75.3,UIN SALATIGA,PERPUSTAKAAN DAN SAINS INFORMASI,Sarjana,86.07,78,88.0,0.8864,0
Siswa_591,IPA,84.1,84.8,85.7,83.2,83.1,84.18,SMA NEGERI 1 WIRADESA,741,C,88.89,0.05,JAWA TENGAH,74.83,UNIVERSITAS PADJADJARAN,BIOLOGI,Sarjana,85.92,40,465.0,0.086,0
Siswa_592,IPS,93.6,93.5,92.1,92.0,91.4,92.52,SMAN 13 SURABAYA,353,B,94.71,0.25,JAWA TIMUR,87.63,UNIVERSITAS SINGAPERBANGSA KARAWANG,PEND. MATEMATIKA,Sarjana,83.15,72,246.0,0.2927,1
Siswa_593,IPA,78.1,79.5,83.4,82.2,83.3,81.3,SMAN 3 BLITAR,676,C,89.86,0.05,JAWA TIMUR,73.06,POLITEKNIK NEGERI BALI,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,86.07,15,29.0,0.5172,0
Siswa_594,IPA,76.9,78.9,83.6,84.8,86.4,82.12,SMAN 7 SURABAYA,899,C,86.52,0.05,JAWA TIMUR,71.05,POLITEKNIK NEGERI PONTIANAK,PERENCANAAN PERUMAHAN & PEMUKIMAN,Sarjana Terapan,86.07,35,75.0,0.4667,0
Siswa_595,IPS,92.4,95.6,93.2,96.2,97.7,95.02,SMAS GONZAGA JAKARTA,73,A,98.92,0.4,DKI JAKARTA,93.99,UIN MALANG,TEKNIK INFORMATIKA,Sarjana,86.07,89,304.0,0.2928,1
Siswa_596,IPA,84.0,87.9,86.8,89.1,89.5,87.46,SMAN 10 BOGOR,648,C,90.29,0.05,JAWA BARAT,78.97,POLITEKNIK NEGERI UJUNG PANDANG,TEKNIK PEMBANGKIT ENERGI,Sarjana Terapan,86.07,23,34.0,0.6765,0
Siswa_597,IPS,81.7,81.9,82.4,78.6,77.9,80.5,SMAN 13 SURABAYA,353,B,94.71,0.25,JAWA TIMUR,76.24,UNIVERSITAS RIAU,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,88.53,24,392.0,0.0612,0
Siswa_598,IPA,90.2,88.5,87.6,92.7,92.3,90.26,SMAN 2 MEDAN,891,C,86.64,0.05,SUMATERA UTARA,78.2,UNIVERSITAS CENDERAWASIH,PEND. KIMIA,Sarjana,81.18,25,10.0,2.5,0
Siswa_599,IPA,82.0,82.1,84.2,85.7,86.0,84.0,SMA NEGERI 17 PALEMBANG,70,A,98.96,0.4,SUMATERA SELATAN,83.13,UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN AKUNTANSI,Sarjana,85.57,24,226.0,0.1062,0
Siswa_600,IPA,94.1,95.7,95.2,94.6,95.0,94.92,SMAN 3 SIDOARJO,425,C,93.63,0.05,JAWA TIMUR,88.87,UNIVERSITAS SRIWIJAYA,TEKNIK SIPIL,Sarjana,88.97,35,667.0,0.0525,1
Siswa_601,IPA,88.4,87.5,92.8,94.1,95.7,91.7,MAN KOTA SURABAYA,999,C,85.02,0.05,JAWA TIMUR,77.96,POLITEKNIK NEGERI MADIUN,TEKNOLOGI INFORMASI,Diploma Tiga,86.07,36,120.0,0.3,0
Siswa_602,IPA,82.6,81.6,85.0,86.4,86.3,84.38,MAN 1 BLITAR,708,C,89.38,0.05,JAWA TIMUR,75.42,UNIVERSITAS NEGERI SURABAYA,BIMBINGAN DAN KONSELING,Sarjana,88.54,90,756.0,0.119,0
Siswa_603,IPA,95.8,97.5,98.9,98.6,99.8,98.12,SMA Negeri 3 Samarinda,781,C,88.29,0.05,KALIMANTAN TIMUR,86.63,UNIVERSITAS NEGERI SEMARANG,MANAJEMEN,Sarjana,89.98,99,2397.0,0.0413,0
Siswa_604,IPA,82.0,82.9,85.9,87.3,89.3,85.48,SMA AL WAFI IBS,561,C,91.59,0.05,JAWA BARAT,78.29,UIN SUNAN GUNUNG DJATI,MATEMATIKA,Sarjana,86.07,27,187.0,0.1444,0
