nama_ptn,kode_resmi,kategori,kode_prodi,nama_prodi,jenjang,daya_tampung_2026,peminat_2025,portofolio,rasio_keketatan
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531021,PENDIDIKAN MATEMATIKA,Sarjana,20,316.0,Tidak Ada,0.0633
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531022,PENDIDIKAN TEKNIK MESIN,Sarjana,27,159.0,Tidak Ada,0.1698
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531023,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,27,119.0,Tidak Ada,0.2269
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531024,PENDIDIKAN TEKNIK INFORMATIKA & KOMPUTER,Sarjana,18,291.0,Tidak Ada,0.0619
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531025,ILMU TANAH,Sarjana,26,227.0,Tidak Ada,0.1145
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531026,PENYULUHAN DAN KOMUNIKASI PERTANIAN,Sarjana,24,250.0,Tidak Ada,0.096
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531027,FARMASI,Sarjana,16,1103.0,Tidak Ada,0.0145
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531028,TEKNIK ELEKTRO,Sarjana,16,418.0,Tidak Ada,0.0383
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531029,STATISTIKA,Sarjana,22,370.0,Tidak Ada,0.0595
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531030,PENDIDIKAN IPA,Sarjana,16,162.0,Tidak Ada,0.0988
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531031,ILMU LINGKUNGAN,Sarjana,18,259.0,Tidak Ada,0.0695
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531032,PENGELOLAAN HUTAN,Sarjana,20,239.0,Tidak Ada,0.0837
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531034,KEBIDANAN,Sarjana,14,411.0,Tidak Ada,0.0341
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531035,ILMU ADMINISTRASI NEGARA,Sarjana,29,599.0,Tidak Ada,0.0484
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531036,ILMU KOMUNIKASI,Sarjana,28,969.0,Tidak Ada,0.0289
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531037,SOSIOLOGI,Sarjana,30,296.0,Tidak Ada,0.1014
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531038,ILMU HUKUM,Sarjana,120,1296.0,Tidak Ada,0.0926
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531039,EKONOMI PEMBANGUNAN,Sarjana,36,572.0,Tidak Ada,0.0629
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531040,MANAJEMEN,Sarjana,40,1590.0,Tidak Ada,0.0252
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531041,AKUNTANSI,Sarjana,35,1206.0,Tidak Ada,0.029
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531042,ILMU SEJARAH,Sarjana,17,164.0,Tidak Ada,0.1037
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531043,SASTRA INDONESIA,Sarjana,17,262.0,Tidak Ada,0.0649
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531044,SASTRA INGGRIS,Sarjana,18,416.0,Tidak Ada,0.0433
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531045,SASTRA DAERAH UNTUK SASTRA JAWA,Sarjana,26,136.0,Tidak Ada,0.1912
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531046,DESAIN MODE,Sarjana,18,66.0,"Seni Rupa, Desain, dan Kriya",0.2727
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531047,SENI RUPA,Sarjana,18,51.0,"Seni Rupa, Desain, dan Kriya",0.3529
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531048,DESAIN INTERIOR,Sarjana,18,151.0,"Seni Rupa, Desain, dan Kriya",0.1192
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531049,DESAIN KOMUNIKASI VISUAL,Sarjana,30,460.0,"Seni Rupa, Desain, dan Kriya",0.0652
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531050,PENDIDIKAN SEJARAH,Sarjana,18,167.0,Tidak Ada,0.1078
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531051,PENDIDIKAN GEOGRAFI,Sarjana,27,245.0,Tidak Ada,0.1102
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531052,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Sarjana,18,259.0,Tidak Ada,0.0695
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531053,PENDIDIKAN LUAR BIASA (PENDIDIKAN KHUSUS),Sarjana,24,194.0,Tidak Ada,0.1237
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531054,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",Sarjana,32,420.0,Olahraga,0.0762
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531055,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,33,380.0,Olahraga,0.0868
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531057,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",Sarjana,18,362.0,Tidak Ada,0.0497
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531058,PENDIDIKAN BAHASA INGGRIS,Sarjana,18,420.0,Tidak Ada,0.0429
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531059,PENDIDIKAN SENI RUPA,Sarjana,24,79.0,"Seni Rupa, Desain, dan Kriya",0.3038
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531060,PENDIDIKAN SOSIOLOGI ANTROPOLOGI,Sarjana,16,202.0,Tidak Ada,0.0792
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531061,PEND. GURU SEKOLAH DASAR (PGSD) SURAKARTA,Sarjana,43,1169.0,Tidak Ada,0.0368
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531062,BIMBINGAN DAN KONSELING,Sarjana,18,401.0,Tidak Ada,0.0449
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531063,PEND. GURU PEND ANAK USIA DINI (PG-PAUD),Sarjana,16,166.0,Tidak Ada,0.0964
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531064,SASTRA ARAB,Sarjana,17,196.0,Tidak Ada,0.0867
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531065,PENDIDIKAN BAHASA JAWA,Sarjana,27,238.0,Tidak Ada,0.1134
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531066,PEND. GURU SEKOLAH DASAR (PGSD) KEBUMEN,Sarjana,24,334.0,Tidak Ada,0.0719
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531067,HUBUNGAN INTERNASIONAL,Sarjana,18,346.0,Tidak Ada,0.052
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531068,PENDIDIKAN AKUNTANSI,Sarjana,27,290.0,Tidak Ada,0.0931
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531069,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,20,234.0,Tidak Ada,0.0855
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531070,PENDIDIKAN EKONOMI,Sarjana,24,272.0,Tidak Ada,0.0882
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531094,TEKNOLOGI PENDIDIKAN,Sarjana,20,212.0,Tidak Ada,0.0943
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531095,BAHASA MANDARIN DAN KEBUDAYAAN TIONGKOK,Sarjana,23,238.0,Tidak Ada,0.0966
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531096,BISNIS DIGITAL,Sarjana,27,1000.0,Tidak Ada,0.027
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531097,SAINS DATA,Sarjana,12,391.0,Tidak Ada,0.0307
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531104,ILMU ADMINISTRASI NEGARA (KAMPUS KABUPATEN KEBUMEN),Sarjana,24,82.0,Tidak Ada,0.2927
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531105,INFORMATIKA (KAMPUS KABUPATEN KEBUMEN),Sarjana,15,78.0,Tidak Ada,0.1923
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13531106,PROTEKSI TANAMAN,Sarjana,24,88.0,Tidak Ada,0.2727
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13532033,KESELAMATAN DAN KESEHATAN KERJA,Sarjana Terapan,27,988.0,Tidak Ada,0.0273
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13532071,DEMOGRAFI DAN PENCATATAN SIPIL,Sarjana Terapan,30,262.0,Tidak Ada,0.1145
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13532098,KEPERAWATAN ANESTESIOLOGI,Sarjana Terapan,15,1279.0,Tidak Ada,0.0117
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13532099,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,18,117.0,Tidak Ada,0.1538
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13532100,PEMASARAN DIGITAL,Sarjana Terapan,21,347.0,Tidak Ada,0.0605
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13532101,PERBANKAN DAN KEUANGAN DIGITAL,Sarjana Terapan,24,356.0,Tidak Ada,0.0674
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13532107,BAHASA  MANDARIN UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,18,121.0,Tidak Ada,0.1488
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13532108,MANAJEMEN KONSTRUKSI,Sarjana Terapan,18,,Tidak Ada,
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13532109,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,14,,Tidak Ada,
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13532110,MANAJEMEN BISNIS,Sarjana Terapan,14,,Tidak Ada,
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13532111,DESAIN MEDIA DIGITAL,Sarjana Terapan,12,,"Seni Rupa, Desain, dan Kriya",
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13532112,MANAJEMEN PERDAGANGAN INTERNASIONAL,Sarjana Terapan,18,,Tidak Ada,
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13533078,PERPAJAKAN,Diploma Tiga,18,313.0,Tidak Ada,0.0575
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13533081,USAHA PERJALANAN WISATA,Diploma Tiga,18,260.0,Tidak Ada,0.0692
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13533090,BUDI DAYA TERNAK,Diploma Tiga,12,77.0,Tidak Ada,0.1558
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13533091,MANAJEMEN ADMINISTRASI,Diploma Tiga,18,419.0,Tidak Ada,0.043
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13533102,TEKNIK INFORMATIKA (KAMPUS KABUPATEN MADIUN),Diploma Tiga,18,31.0,Tidak Ada,0.5806
UNIVERSITAS SEBELAS MARET,1353,PTN Akademik,13533103,AKUNTANSI (KAMPUS KABUPATEN MADIUN),Diploma Tiga,18,20.0,Tidak Ada,0.9
ISI SURAKARTA,1354,PTN Akademik,13541001,TARI,Sarjana,52,177.0,Tari,0.2938
ISI SURAKARTA,1354,PTN Akademik,13541002,ETNOMUSIKOLOGI,Sarjana,32,20.0,Etnomusikologi,1.6
ISI SURAKARTA,1354,PTN Akademik,13541003,TEATER,Sarjana,16,17.0,Teater,0.9412
ISI SURAKARTA,1354,PTN Akademik,13541004,KRIYA,Sarjana,28,25.0,"Seni Rupa, Desain, dan Kriya",1.12
ISI SURAKARTA,1354,PTN Akademik,13541005,SENI MURNI,Sarjana,32,92.0,"Seni Rupa, Desain, dan Kriya",0.3478
ISI SURAKARTA,1354,PTN Akademik,13541006,DESAIN INTERIOR,Sarjana,44,108.0,"Seni Rupa, Desain, dan Kriya",0.4074
ISI SURAKARTA,1354,PTN Akademik,13541007,DESAIN KOMUNIKASI VISUAL,Sarjana,72,619.0,"Seni Rupa, Desain, dan Kriya",0.1163
ISI SURAKARTA,1354,PTN Akademik,13541008,FILM DAN TELEVISI,Sarjana,60,248.0,Film dan Televisi,0.2419
ISI SURAKARTA,1354,PTN Akademik,13541009,FOTOGRAFI,Sarjana,48,96.0,Fotografi,0.5
ISI SURAKARTA,1354,PTN Akademik,13541010,SENI KARAWITAN,Sarjana,44,87.0,Seni Karawitan,0.5057
ISI SURAKARTA,1354,PTN Akademik,13541011,SENI PEDALANGAN,Sarjana,20,27.0,Seni Pedalangan,0.7407
ISI SURAKARTA,1354,PTN Akademik,13541014,SENI INTERMEDIA,Sarjana,10,31.0,Tidak Ada,0.3226
ISI SURAKARTA,1354,PTN Akademik,13541015,KOREOGRAFI INKUIRI,Sarjana,10,15.0,Tidak Ada,0.6667
ISI SURAKARTA,1354,PTN Akademik,13541017,DESAIN PRODUK INDUSTRI,Sarjana,12,24.0,"Seni Rupa, Desain, dan Kriya",0.5
ISI SURAKARTA,1354,PTN Akademik,13541020,ARSITEKTUR,Sarjana,10,61.0,"Seni Rupa, Desain, dan Kriya",0.1639
ISI SURAKARTA,1354,PTN Akademik,13541021,BISNIS MUSIK,Sarjana,10,,Tidak Ada,
ISI SURAKARTA,1354,PTN Akademik,13542012,SENJATA TRADISIONAL KERIS,Sarjana Terapan,10,3.0,Tidak Ada,3.3333
ISI SURAKARTA,1354,PTN Akademik,13542013,DESAIN MODE BATIK,Sarjana Terapan,36,49.0,"Seni Rupa, Desain, dan Kriya",0.7347
ISI SURAKARTA,1354,PTN Akademik,13542016,ANIMASI,Sarjana Terapan,16,68.0,"Seni Rupa, Desain, dan Kriya",0.2353
ISI SURAKARTA,1354,PTN Akademik,13542018,TATA KELOLA SENI,Sarjana Terapan,10,20.0,Tidak Ada,0.5
ISI SURAKARTA,1354,PTN Akademik,13542019,DESTINASI PARIWISATA,Sarjana Terapan,10,6.0,Tidak Ada,1.6667
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551001,KESEHATAN MASYARAKAT,Sarjana,82,1431.0,Tidak Ada,0.0573
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551002,KEDOKTERAN,Sarjana,60,1213.0,Tidak Ada,0.0495
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551003,KEPERAWATAN,Sarjana,55,1694.0,Tidak Ada,0.0325
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551004,GIZI,Sarjana,35,875.0,Tidak Ada,0.04
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551005,MATEMATIKA,Sarjana,66,488.0,Tidak Ada,0.1352
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551006,BIOLOGI,Sarjana,63,497.0,Tidak Ada,0.1268
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551007,KIMIA,Sarjana,63,515.0,Tidak Ada,0.1223
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551008,FISIKA,Sarjana,63,286.0,Tidak Ada,0.2203
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551009,STATISTIKA,Sarjana,44,593.0,Tidak Ada,0.0742
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551010,INFORMATIKA,Sarjana,50,1295.0,Tidak Ada,0.0386
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551011,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,37,221.0,Tidak Ada,0.1674
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551012,AKUAKULTUR,Sarjana,40,199.0,Tidak Ada,0.201
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551013,PERIKANAN TANGKAP,Sarjana,35,143.0,Tidak Ada,0.2448
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551014,ILMU KELAUTAN,Sarjana,50,256.0,Tidak Ada,0.1953
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551015,OCEANOGRAFI,Sarjana,46,211.0,Tidak Ada,0.218
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551016,TEKNOLOGI HASIL PERIKANAN,Sarjana,37,191.0,Tidak Ada,0.1937
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551017,TEKNIK SIPIL,Sarjana,50,999.0,Tidak Ada,0.0501
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551018,ARSITEKTUR,Sarjana,44,651.0,Tidak Ada,0.0676
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551019,TEKNIK MESIN,Sarjana,46,854.0,Tidak Ada,0.0539
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551020,TEKNIK KIMIA,Sarjana,50,736.0,Tidak Ada,0.0679
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551021,TEKNIK ELEKTRO,Sarjana,46,704.0,Tidak Ada,0.0653
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551022,PERENCANAAN WILAYAH DAN KOTA,Sarjana,50,621.0,Tidak Ada,0.0805
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551023,TEKNIK INDUSTRI,Sarjana,48,1211.0,Tidak Ada,0.0396
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551024,TEKNIK LINGKUNGAN,Sarjana,44,768.0,Tidak Ada,0.0573
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551025,TEKNIK PERKAPALAN,Sarjana,42,376.0,Tidak Ada,0.1117
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551026,TEKNIK GEOLOGI,Sarjana,38,771.0,Tidak Ada,0.0493
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551027,TEKNIK GEODESI,Sarjana,40,476.0,Tidak Ada,0.084
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551028,TEKNIK KOMPUTER,Sarjana,42,780.0,Tidak Ada,0.0538
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551029,PETERNAKAN,Sarjana,70,536.0,Tidak Ada,0.1306
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551030,TEKNOLOGI PANGAN,Sarjana,48,967.0,Tidak Ada,0.0496
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551031,AGROEKOTEKNOLOGI,Sarjana,44,553.0,Tidak Ada,0.0796
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551032,AGRIBISNIS,Sarjana,44,581.0,Tidak Ada,0.0757
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551033,KEDOKTERAN GIGI,Sarjana,12,612.0,Tidak Ada,0.0196
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551034,FARMASI,Sarjana,20,904.0,Tidak Ada,0.0221
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551035,BIOTEKNOLOGI,Sarjana,28,502.0,Tidak Ada,0.0558
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551036,SASTRA INDONESIA,Sarjana,44,394.0,Tidak Ada,0.1117
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551037,SASTRA INGGRIS,Sarjana,43,692.0,Tidak Ada,0.0621
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551038,SEJARAH,Sarjana,35,260.0,Tidak Ada,0.1346
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551039,ILMU PERPUSTAKAAN,Sarjana,39,376.0,Tidak Ada,0.1037
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551040,HUKUM,Sarjana,184,1958.0,Tidak Ada,0.094
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551041,MANAJEMEN,Sarjana,78,1524.0,Tidak Ada,0.0512
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551042,EKONOMI,Sarjana,60,770.0,Tidak Ada,0.0779
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551043,AKUNTANSI,Sarjana,78,1596.0,Tidak Ada,0.0489
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551044,ADMINISTRASI PUBLIK,Sarjana,50,778.0,Tidak Ada,0.0643
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551045,ADMINISTRASI BISNIS,Sarjana,56,1308.0,Tidak Ada,0.0428
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551046,ILMU PEMERINTAHAN,Sarjana,52,559.0,Tidak Ada,0.093
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551047,ILMU KOMUNIKASI,Sarjana,56,1160.0,Tidak Ada,0.0483
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551048,PSIKOLOGI,Sarjana,80,1928.0,Tidak Ada,0.0415
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551049,BAHASA DAN KEBUDAYAAN JEPANG,Sarjana,39,395.0,Tidak Ada,0.0987
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551050,HUBUNGAN INTERNASIONAL,Sarjana,42,568.0,Tidak Ada,0.0739
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551051,ANTROPOLOGI SOSIAL,Sarjana,40,384.0,Tidak Ada,0.1042
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551052,EKONOMI ISLAM,Sarjana,36,340.0,Tidak Ada,0.1059
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551053,ADMINISTRASI PUBLIK KAMPUS REMBANG,Sarjana,30,216.0,Tidak Ada,0.1389
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551086,BISNIS DIGITAL,Sarjana,24,793.0,Tidak Ada,0.0303
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551087,KESELAMATAN DAN KESEHATAN KERJA,Sarjana,27,1104.0,Tidak Ada,0.0245
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551088,AGRIBISNIS KAMPUS BATANG,Sarjana,20,69.0,Tidak Ada,0.2899
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551089,TEKNOLOGI DAN BISNIS PERIKANAN DAN KELAUTAN,Sarjana,15,85.0,Tidak Ada,0.1765
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13551090,TEKNIK INDUSTRI KAMPUS BATANG,Sarjana,12,,Tidak Ada,
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13552075,TEKNOLOGI REKAYASA KIMIA INDUSTRI,Sarjana Terapan,26,373.0,Tidak Ada,0.0697
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13552076,TEKNOLOGI REKAYASA OTOMASI,Sarjana Terapan,26,244.0,Tidak Ada,0.1066
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13552077,REKAYASA PERANCANGAN MEKANIK,Sarjana Terapan,26,200.0,Tidak Ada,0.13
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13552078,TEKNOLOGI REKAYASA KONSTRUKSI PERKAPALAN,Sarjana Terapan,24,144.0,Tidak Ada,0.1667
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13552079,TEKNIK LISTRIK INDUSTRI,Sarjana Terapan,26,229.0,Tidak Ada,0.1135
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13552080,PERENCANAAN TATA RUANG DAN PERTANAHAN,Sarjana Terapan,30,320.0,Tidak Ada,0.0938
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13552081,TEKNIK INFRASTRUKTUR SIPIL DAN PERANCANGAN ARSITEKTUR,Sarjana Terapan,42,569.0,Tidak Ada,0.0738
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13552082,AKUNTANSI PERPAJAKAN,Sarjana Terapan,86,845.0,Tidak Ada,0.1018
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13552083,MANAJEMEN DAN ADMINISTRASI LOGISTIK,Sarjana Terapan,46,614.0,Tidak Ada,0.0749
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13552084,BAHASA ASING TERAPAN,Sarjana Terapan,30,282.0,Tidak Ada,0.1064
UNIVERSITAS DIPONEGORO,1355,PTN Akademik,13552085,INFORMASI DAN HUMAS,Sarjana Terapan,46,424.0,Tidak Ada,0.1085
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561001,PENDIDIKAN MATEMATIKA,Sarjana,39,564.0,Tidak Ada,0.0691
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561002,PENDIDIKAN FISIKA,Sarjana,31,182.0,Tidak Ada,0.1703
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561003,PENDIDIKAN KIMIA,Sarjana,31,270.0,Tidak Ada,0.1148
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561004,PENDIDIKAN BIOLOGI,Sarjana,27,462.0,Tidak Ada,0.0584
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561005,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,27,130.0,Tidak Ada,0.2077
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561006,PENDIDIKAN TEKNIK MESIN,Sarjana,27,152.0,Tidak Ada,0.1776
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561007,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,27,133.0,Tidak Ada,0.203
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561008,ILMU KEOLAHRAGAAN,Sarjana,25,210.0,Olahraga,0.119
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561009,MATEMATIKA,Sarjana,18,207.0,Tidak Ada,0.087
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561010,FISIKA,Sarjana,27,137.0,Tidak Ada,0.1971
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561011,KIMIA,Sarjana,20,229.0,Tidak Ada,0.0873
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561012,BIOLOGI,Sarjana,20,268.0,Tidak Ada,0.0746
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561013,KESEHATAN MASYARAKAT,Sarjana,58,1890.0,Tidak Ada,0.0307
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561014,PENDIDIKAN IPA,Sarjana,25,294.0,Tidak Ada,0.085
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561015,PEND. TEKNIK INFORMATIKA & KOMPUTER,Sarjana,24,357.0,Tidak Ada,0.0672
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561016,TEKNIK ARSITEKTUR,Sarjana,33,404.0,Tidak Ada,0.0817
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561017,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,27,277.0,Tidak Ada,0.0975
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561018,TEKNIK KIMIA,Sarjana,33,375.0,Tidak Ada,0.088
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561019,TEKNIK MESIN,Sarjana,38,801.0,Tidak Ada,0.0474
UNIVERSITAS NEGERI SEMARANG,1356,PTN Akademik,13561020,TEKNIK SIPIL,Sarjana,38,708.0,Tidak Ada,0.0537
